	Unnamed: 0	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL	DVdiodo	Mnorm	tipo	Hc
0	0	0.0	0.713064596	0.001	0.0	0.000990946156697771	0.006154910412666	0.0142283	0	600	0.0004889999999999999	0.660900121638059	comienzo	0.0018459312682023877
1	1	0.3242161273956299	0.713029685	0.001	0.002	0.0008397366060518122	0.0061547587797391	0.0142113999999999	0	600	0.0004720999999999007	0.6380591971886751	comienzo	0.0018459312682023877
2	2	0.6440329551696777	0.713084227	0.001	0.004	0.0010759736462771633	0.0061549956798468	0.0142187	0	600	0.00047940000000000135	0.6479253953236943	comienzo	0.0018459312682023877
3	3	1.0321354866027832	0.713428474	0.001	0.007	0.002567006105418447	0.006156491104984	0.0143219	0	600	0.0005826000000000008	0.7874037032031367	comienzo	0.0018459312682023877
4	4	1.4356355667114258	0.713506478	0.001	0.009	0.0029048637946447868	0.0061568300078309	0.0143287	0	600	0.0005894000000000003	0.7965941343424792	comienzo	0.0018459312682023877
5	5	1.83785080909729	0.713470907	0.001	0.011	0.0027507955947650557	0.0061566754607416	0.0143612999999999	0	600	0.0006219999999999004	0.8406541424515481	comienzo	0.0018459312682023877
6	6	2.239891529083252	0.713427334	0.001	0.013	0.0025620684385595075	0.006156486152179	0.0143121	0	600	0.0005728	0.774158670090553	comienzo	0.0018459312682023877
7	7	2.643824577331543	0.713432003	0.001	0.015	0.002582291216250156	0.0061565064369818	0.0143137999999999	0	600	0.0005744999999998997	0.7764562778752531	comienzo	0.0018459312682023877
8	8	3.04490065574646	0.71370105	0.001	0.017	0.0037476109141261886	0.0061576754421404	0.0143831	0	600	0.0006437999999999999	0.8701175834572239	comienzo	0.0018459312682023877
9	9	3.447239875793457	0.713761841	0.001	0.02	0.004010914165058456	0.0061579396084211	0.0144468999999999	0	600	0.0007075999999999003	0.9563454520879855	comienzo	0.0018459312682023877
10	10	3.851113796234131	0.713656772	0.001	0.022	0.0035558302007837176	0.0061574830398565	0.0144285	0	600	0.0006892000000000009	0.9314772266522517	comienzo	0.0018459312682023877
11	11	4.253021001815796	0.713795808	0.001	0.024	0.004158034981041571	0.0061580872163183	0.0143965	0	600	0.0006572000000000001	0.8882281389376945	comienzo	0.0018459312682023877
12	12	4.655877590179443	0.713895342	0.001	0.026	0.0045891452733269455	0.0061585197739852	0.014423	0	600	0.0006837000000000006	0.9240437897013118	comienzo	0.0018459312682023877
13	13	5.057483673095703	0.714068507	0.001	0.028	0.005339172538015259	0.0061592723906506	0.0144753	0	600	0.0007360000000000005	0.9947290174347894	comienzo	0.0018459312682023877
14	14	5.4597578048706055	0.714184178	0.001	0.031	0.005840176804083953	0.0061597751750343	0.0144357999999999	0	600	0.0006964999999999003	0.9413434247869987	comienzo	0.0018459312682023877
15	15	5.863119602203369	0.714088807	0.001	0.033	0.005427097658410386	0.0061593606252548	0.0144736	0	600	0.0007343000000000002	0.9924314096499531	comienzo	0.0018459312682023877
16	16	6.265437602996826	0.714342642	0.001	0.035	0.006526529822717354	0.0061604640323034	0.0144792	0	600	0.0007398999999999999	1.0	comienzo	0.0018459312682023877
17	17	6.669920206069946	0.714566844	0.001	0.037	0.007497612967681878	0.0061614387880301	0.0144717	0	600	0.0007324000000000011	0.9898634950669025	comienzo	0.0018459312682023877
18	18	7.073643445968628	0.714534626	0.001	0.039	0.007358067572170125	0.006161298705551	0.0144511	0	600	0.0007118000000000003	0.962021894850656	comienzo	0.0018459312682023877
