	Unnamed: 0	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL	DVdiodo	Mnorm	tipo	Hc
0	0	0.0	0.417505135	0.001	0.0	0.0029545614069762735	0.0050353962148614	0.0265022	0	600	0.00048170000000005014	0.35447788652591616	comienzo	0.01625997435133851
1	1	0.3417055606842041	0.417887789	0.001	0.007	0.0046119455951331365	0.0050365861176093	0.0263943999999999	0	600	0.00037389999999995135	0.2751490175877289	comienzo	0.01625997435133851
2	2	0.7449524402618408	0.418088531	0.001	0.014	0.0054814167536708855	0.0050372106693304	0.0263924	0	600	0.00037190000000004997	0.27367723894330953	comienzo	0.01625997435133851
3	3	1.1483533382415771	0.41845939	0.001	0.021	0.007087713414977513	0.005038365076852	0.026518	0	600	0.00049750000000005	0.36610493781740217	comienzo	0.01625997435133851
4	4	1.5527520179748535	0.418968693	0.001	0.029	0.009293650734803947	0.0050399516683569	0.026663	0	600	0.0006425000000000493	0.472808889543066	comienzo	0.01625997435133851
5	5	1.9566330909729004	0.41937805	0.001	0.036	0.011066693272217563	0.0050412279423604	0.0265376	0	600	0.0005171000000000515	0.3805283685334242	comienzo	0.01625997435133851
6	6	2.3567287921905518	0.419510266	0.001	0.043	0.011639358677051258	0.0050416403563969	0.0265533999999999	0	600	0.0005328999999999508	0.39215541982483626	comienzo	0.01625997435133851
7	7	2.7575855255126953	0.419741148	0.001	0.05	0.012639374817298286	0.0050423607645929	0.026609	0	600	0.0005885000000000508	0.43307086614178525	comienzo	0.01625997435133851
8	8	3.1601336002349854	0.420256335	0.001	0.057	0.014870797428178671	0.0050439693313012	0.0266706	0	600	0.0006501000000000492	0.4784016483921354	comienzo	0.01625997435133851
9	9	3.5643248558044434	0.420437084	0.001	0.064	0.015653673171344272	0.0050445340292118	0.0266558	0	600	0.0006353000000000504	0.46751048642289583	comienzo	0.01625997435133851
10	10	3.965265989303589	0.42079265	0.001	0.071	0.01719373146485794	0.005045645416241	0.026723	0	600	0.0007025000000000503	0.5169622488778245	comienzo	0.01625997435133851
11	11	4.368422508239746	0.421237435	0.001	0.079	0.019120222828150756	0.0050470366513266	0.0267472	0	600	0.0007267000000000488	0.5347707704761755	comienzo	0.01625997435133851
12	12	4.7704596519470215	0.421775605	0.001	0.086	0.02145119140169407	0.0050487214352684	0.0267882	0	600	0.0007677000000000517	0.564942232688262	comienzo	0.01625997435133851
