	Unnamed: 0	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL	DVdiodo	Mnorm	tipo	Hc
0	0	0.0	0.713042985	0.001	0.0	-5.953760918904266e-05	0.0061548165467107	0.0139681	0	600	0.00048135000000000105	0.650956792210428	comienzo	0.0016692168989883445
1	1	0.3246128559112549	0.713057334	0.001	0.002	2.6120239410725755e-06	0.0061548788704896	0.0139724999999999	0	600	0.0004857499999999003	0.656907160727433	comienzo	0.0016692168989883445
2	2	0.6490275859832764	0.713081406	0.001	0.004	0.00010687475783959172	0.0061549834267713	0.0139589	0	600	0.0004721500000000002	0.6385151125836772	comienzo	0.0016692168989883445
3	3	1.03102445602417	0.713414988	0.001	0.007	0.0015517140441238413	0.0061564325144209	0.0140486	0	600	0.00056185	0.7598214889444859	comienzo	0.0016692168989883445
4	4	1.432978630065918	0.713491116	0.001	0.009	0.0018814462394648895	0.0061567632633177	0.0140702	0	600	0.0005834500000000001	0.7890323889377242	comienzo	0.0016692168989883445
5	5	1.837338924407959	0.713571192	0.001	0.011	0.0022282783547721723	0.0061571111837691	0.0140746	0	600	0.00058785	0.7949827574548651	comienzo	0.0016692168989883445
6	6	2.2389750480651855	0.713496424	0.001	0.013	0.0019044367093691721	0.0061567863253302	0.0140775	0	600	0.0005907500000000001	0.7989045912502537	comienzo	0.0016692168989883445
7	7	2.641291856765747	0.71351508	0.001	0.015	0.001985241194397624	0.0061568673819417	0.0141016	0	600	0.000614850000000001	0.8314963824464141	comienzo	0.0016692168989883445
8	8	3.0427157878875732	0.713728763	0.001	0.017	0.002910763534365412	0.0061577958671365	0.0141346	0	600	0.000647850000000001	0.8761241463249727	comienzo	0.0016692168989883445
9	9	3.4474122524261475	0.713907281	0.001	0.02	0.00368397617686027	0.0061585716608387	0.0141871	0	600	0.0007003499999999998	0.9471228615863139	comienzo	0.0016692168989883445
10	10	3.8474955558776855	0.713926744	0.001	0.022	0.0037682760102718976	0.0061586562478937	0.0141471999999999	0	600	0.0006604499999999002	0.8931638379875586	comienzo	0.0016692168989883445
11	11	4.252014636993408	0.713877776	0.001	0.024	0.0035561815622177522	0.0061584434329916	0.0141558	0	600	0.00066905	0.9047941037257421	comienzo	0.0016692168989883445
12	12	4.655209302902222	0.714081664	0.001	0.026	0.004439278948772983	0.0061593295778332	0.0141531	0	600	0.0006663500000000004	0.901142741226588	comienzo	0.0016692168989883445
13	13	5.055455684661865	0.714239816	0.001	0.028	0.00512428060594987	0.006160017029793	0.0142217	0	600	0.0007349500000000007	0.993914395834743	comienzo	0.0016692168989883445
14	14	5.458813905715942	0.714223973	0.001	0.031	0.005055660030461361	0.0061599481603532	0.0141984999999999	0	600	0.0007117499999999008	0.9625397254715002	comienzo	0.0016692168989883445
15	15	5.863136291503906	0.714259286	0.001	0.033	0.005208610758368358	0.0061601016668208	0.0141842	0	600	0.0006974499999999996	0.9432010277909253	comienzo	0.0016692168989883445
16	16	6.264496803283691	0.714462918	0.001	0.035	0.0060905993355232935	0.0061609869334905	0.0142094999999999	0	600	0.0007227499999998997	0.9774156467643516	comienzo	0.0016692168989883445
17	17	6.66650390625	0.71458643	0.001	0.037	0.006625565220755568	0.0061615239486465	0.0141859999999999	0	600	0.0006992499999999005	0.9456352694568944	comienzo	0.0016692168989883445
18	18	7.071063995361328	0.714602851	0.001	0.039	0.006696689279967959	0.0061615953486235	0.0141863999999999	0	600	0.0006996499999998998	0.9461762120493609	comienzo	0.0016692168989883445
19	19	7.470507621765137	0.714511126	0.001	0.042	0.006299402005671183	0.0061611965305362	0.0141932	0	600	0.00070645	0.9553722361214416	comienzo	0.0016692168989883445
20	20	7.875204086303711	0.714519875	0.001	0.044	0.006337296433175531	0.0061612345698821	0.0141937999999999	0	600	0.000707049999999901	0.9561836500100087	comienzo	0.0016692168989883445
21	21	8.276399374008179	0.714733715	0.001	0.046	0.007263498785158017	0.0061621643860679	0.0141932	0	600	0.00070645	0.9553722361214416	comienzo	0.0016692168989883445
22	22	8.684293508529663	0.714873305	0.001	0.048	0.007868103098257627	0.0061627714237992	0.0141984	0	600	0.0007116500000000003	0.9624044898235178	comienzo	0.0016692168989883445
23	23	9.095203399658203	0.714828122	0.001	0.05	0.007672402570434599	0.0061625749291835	0.0141885	0	600	0.0007017500000000001	0.9490161606599501	comienzo	0.0016692168989883445
24	24	9.485490798950195	0.714897503	0.001	0.052	0.007972911574282747	0.0061628766600839	0.0142037	0	600	0.00071695	0.9695719791737103	comienzo	0.0016692168989883445
25	25	9.887021541595459	0.714870167	0.001	0.052	0.007854511520533002	0.0061627577768725	0.0142014999999999	0	600	0.0007147499999999004	0.9665967949150049	bajada	0.0016692168989883445
26	26	10.291353940963745	0.714791309	0.001	0.05	0.007512954912449675	0.0061624148390898	0.0141961	0	600	0.0007093500000000001	0.9592940699168302	bajada	0.0016692168989883445
27	27	10.69173550605774	0.714937753	0.001	0.048	0.008147245864720197	0.0061630517098842	0.0142262	0	600	0.00073945	1.0	bajada	0.0016692168989883445
28	28	11.09472131729126	0.714796221	0.001	0.046	0.007534230192812895	0.0061624361998549	0.0141799	0	600	0.0006931500000000009	0.9373858949219025	bajada	0.0016692168989883445
29	29	11.49646282196045	0.714722994	0.001	0.044	0.007217063060242989	0.0061621177658774	0.0141875	0	600	0.0007007500000000009	0.9476638041787826	bajada	0.0016692168989883445
30	30	11.898812055587769	0.714597521	0.001	0.042	0.00667360352175621	0.0061615721732175	0.0141862	0	600	0.0006994499999999999	0.9459057407532625	bajada	0.0016692168989883445
31	31	12.303151845932007	0.714506389	0.001	0.04	0.006278884700483477	0.0061611759348636	0.0141921	0	600	0.0007053499999999996	0.9538846439921558	bajada	0.0016692168989883445
32	32	12.703405618667603	0.71451926	0.001	0.037	0.006334632691843133	0.0061612318959464	0.0142024999999999	0	600	0.0007157499999998996	0.9679491513961722	bajada	0.0016692168989883445
