	Unnamed: 0	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL	DVdiodo	Mnorm	tipo	Hc
0	0	0.0	0.735745269	0.001	0.0	1.6871839045655987e-05	0.0062541891931853	0.0075762	0	600	0.00042080000000000025	0.7680233619273593	comienzo	0.0018365922684260704
1	1	0.24045944213867188	0.736044599	0.001	0.006	0.0013133558926317227	0.0062555095112871	0.0075318	0	600	0.00037640000000000026	0.6869866764008035	comienzo	0.0018365922684260704
2	2	0.6263728141784668	0.736227853	0.001	0.0121	0.0021070815090282902	0.0062563179559065	0.0075524999999999	0	600	0.0003970999999998999	0.7247672933015146	comienzo	0.0018365922684260704
3	3	1.0297720432281494	0.73652239	0.001	0.0181	0.003382805705370433	0.0062576175401072	0.0075639999999999	0	600	0.0004085999999999001	0.745756524913123	comienzo	0.0018365922684260704
4	4	1.4327616691589355	0.736620836	0.001	0.0241	0.003809203557705103	0.0062580519686327	0.0075819999999999	0	600	0.0004265999999998999	0.7786092352617264	comienzo	0.0018365922684260704
5	5	1.8333415985107422	0.736751118	0.001	0.0302	0.004373492254025073	0.0062586269278989	0.0076081	0	600	0.0004526999999999999	0.8262456652673844	comienzo	0.0018365922684260704
6	6	2.236337184906006	0.737077748	0.001	0.0362	0.005788220435038809	0.0062600686230053	0.0076146999999999	0	600	0.0004592999999999	0.83829165906169	comienzo	0.0018365922684260704
7	7	2.6404149532318115	0.737287995	0.001	0.0422	0.006698860473839623	0.006260996783603	0.0076333	0	600	0.0004779000000000003	0.8722394597554304	comienzo	0.0018365922684260704
8	8	3.04048752784729	0.737643257	0.001	0.0483	0.008237602056191189	0.0062625654190691	0.0076351	0	600	0.0004797	0.8755247307902903	comienzo	0.0018365922684260704
9	9	3.443910598754883	0.737778659	0.001	0.0543	0.008824066940511759	0.0062631633729354	0.0076549	0	600	0.0004995000000000004	0.911662712173755	comienzo	0.0018365922684260704
10	10	3.848771095275879	0.737994129	0.001	0.0603	0.00975732928984631	0.0062641150266641	0.0076644999999999	0	600	0.0005090999999999	0.929184157692827	comienzo	0.0018365922684260704
11	11	4.249565601348877	0.738444165	0.001	0.0664	0.011706564239699862	0.0062661031041093	0.0076608	0	600	0.0005054	0.9224311005657966	comienzo	0.0018365922684260704
12	12	4.651990652084351	0.738586676	0.001	0.0724	0.012323820241306087	0.0062667327813139	0.0076523999999999	0	600	0.0004969999999999007	0.907099835736267	comienzo	0.0018365922684260704
13	13	5.054161548614502	0.738828091	0.001	0.0784	0.013369457824563351	0.0062677995933895	0.0076662	0	600	0.0005108000000000001	0.9322869136703777	comienzo	0.0018365922684260704
14	14	5.456510782241821	0.73900549	0.001	0.0845	0.014137823757220296	0.0062685836254312	0.0076693999999999	0	600	0.0005139999999999004	0.9381273955099476	comienzo	0.0018365922684260704
15	15	5.86057186126709	0.739114841	0.001	0.0905	0.01461145429122525	0.0062690669576659	0.0076696	0	600	0.0005142000000000007	0.9384924256251153	comienzo	0.0018365922684260704
16	16	6.2609641551971436	0.739567718	0.001	0.0965	0.01657299442664752	0.006271069041882	0.0076831	0	600	0.0005277000000000003	0.9631319583865674	comienzo	0.0018365922684260704
17	17	6.664128065109253	0.73965692	0.001	0.1026	0.016959353864552513	0.0062714634563719	0.0076792	0	600	0.0005238	0.9560138711443695	comienzo	0.0018365922684260704
18	18	7.066028118133545	0.739816584	0.001	0.1086	0.01765090442724861	0.0062721694816216	0.007667	0	600	0.0005116000000000005	0.9337470341303167	comienzo	0.0018365922684260704
19	19	7.469205379486084	0.740037853	0.001	0.1146	0.018609283908266123	0.0062731480412335	0.0076732	0	600	0.0005178000000000001	0.945062967694835	comienzo	0.0018365922684260704
20	20	7.872757434844971	0.740331503	0.001	0.1207	0.019881166253288524	0.0062744469210653	0.007672	0	600	0.0005166000000000003	0.9428727870049285	comienzo	0.0018365922684260704
21	21	8.273580074310303	0.740662886	0.001	0.1267	0.021316481040077457	0.0062759129982344	0.0076802	0	600	0.0005248000000000002	0.957839021719292	comienzo	0.0018365922684260704
22	22	8.67684006690979	0.740712534	0.001	0.1327	0.02153152076310085	0.0062761326738006	0.0076752	0	600	0.0005198000000000004	0.9487132688446802	comienzo	0.0018365922684260704
23	23	9.080285787582397	0.740966055	0.001	0.1388	0.02262959290337842	0.0062772545279348	0.0076803	0	600	0.0005249000000000005	0.9580215367767848	comienzo	0.0018365922684260704
24	24	9.481386184692383	0.741044357	0.001	0.1448	0.022968741316046665	0.0062776010586709	0.0077033	0	600	0.0005479	1.0	comienzo	0.0018365922684260704
25	25	9.886046409606934	0.741338883	0.001	0.1508	0.02424441786823441	0.0062789046597446	0.0076761	0	600	0.0005207000000000002	0.9503559043621101	comienzo	0.0018365922684260704
26	26	10.289653539657593	0.741724413	0.001	0.1569	0.025914258836995403	0.0062806114271148	0.0076865	0	600	0.0005311000000000001	0.9693374703413031	comienzo	0.0018365922684260704
27	27	10.689552307128906	0.741906711	0.001	0.1629	0.026703843743288286	0.0062814186201101	0.0076882999999999	0	600	0.0005328999999999	0.9726227413759809	comienzo	0.0018365922684260704
28	28	11.09955883026123	0.742104842	0.001	0.1689	0.027562005912203053	0.0062822960269636	0.0076828	0	600	0.0005274000000000004	0.9625844132140908	comienzo	0.0018365922684260704
29	29	11.493647575378418	0.742314144	0.001	0.175	0.02846855288505414	0.0062832230250094	0.0076859	0	600	0.0005305000000000002	0.96824237999635	comienzo	0.0018365922684260704
30	30	11.896868705749512	0.742293953	0.001	0.175	0.02838109987491168	0.0062831335936884	0.0077031999999999	0	600	0.0005477999999999	0.9998174849423251	bajada	0.0018365922684260704
