	Unnamed: 0	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL	DVdiodo	Mnorm	tipo	Hc
0	0	0.0	0.735430165	0.001	0.0	0.0007722564459972786	0.0062527995765848	0.0150969	0	600	0.00041045000000005	0.49562277365220675	comienzo	0.0018370719648218424
1	1	0.5697100162506104	0.735368885	0.001	0.002	0.0005068351958587697	0.0062525293635157	0.0150994999999999	0	600	0.00041304999999994957	0.49876230151539547	comienzo	0.0018370719648218424
2	2	0.9711949825286865	0.735397849	0.001	0.004	0.0006322865843868114	0.0062526570784073	0.0150768	0	600	0.0003903500000000497	0.47135180824738687	comienzo	0.0018370719648218424
3	3	1.3738224506378174	0.735619187	0.001	0.007	0.0015909649241878227	0.0062536331339999	0.0151873999999999	0	600	0.0005009499999999497	0.6049024935096061	comienzo	0.0018370719648218424
4	4	1.7778620719909668	0.735777378	0.001	0.009	0.002276135501546996	0.0062543308107677	0.0152144	0	600	0.0005279500000000496	0.6375052828594843	comienzo	0.0018370719648218424
5	5	2.1785929203033447	0.73567731	0.001	0.011	0.0018427123021540054	0.0062538894680501	0.0151836	0	600	0.0004971500000000503	0.6003139527864285	comienzo	0.0018370719648218424
6	6	2.580942392349243	0.735615559	0.001	0.013	0.0015752510159714034	0.0062536171341177	0.0152355999999999	0	600	0.0005491499999999497	0.6631045100525064	comienzo	0.0018370719648218424
7	7	2.983639717102051	0.735636521	0.001	0.015	0.0016660434481745162	0.0062537095793855	0.0151979	0	600	0.0005114500000000504	0.6175813560346335	comienzo	0.0018370719648218424
8	8	3.385741710662842	0.735802219	0.001	0.017	0.002383728994932401	0.0062544403746865	0.0153274	0	600	0.0006409500000000498	0.7739539938418027	comienzo	0.0018370719648218424
9	9	3.789856195449829	0.735846179	0.001	0.02	0.002574132359097938	0.0062546342693849	0.0153074999999999	0	600	0.0006210499999999494	0.7499245305801936	comienzo	0.0018370719648218424
10	10	4.1940906047821045	0.735795736	0.001	0.022	0.002355649263133543	0.0062544117805418	0.0152729	0	600	0.0005864500000000508	0.7081446597839602	comienzo	0.0018370719648218424
11	11	4.595495700836182	0.735764435	0.001	0.024	0.0022200756575431876	0.0062542737249707	0.0153402	0	600	0.0006537500000000501	0.7894101310150214	comienzo	0.0018370719648218424
12	12	4.9977099895477295	0.736123592	0.001	0.026	0.0037756876016649807	0.006255857985487	0.0153546	0	600	0.0006681500000000496	0.8067982853348916	comienzo	0.0018370719648218424
13	13	5.3987932205200195	0.736192009	0.001	0.028	0.004072021245116144	0.0062561598186537	0.01534	0	600	0.0006535500000000496	0.7891686288716893	comienzo	0.0018370719648218424
