Corriente (A)	Voltaje_Rigol (V)	Campo_Gaussimetro (T)
0.0	-0.0203723065	+05.5140E-03
0.01019607843137255	-0.0198503605	+07.7800E-03
0.0203921568627451	-0.0193224567	+10.0790E-03
0.03058823529411765	-0.0187692359	+12.4770E-03
0.0407843137254902	-0.0182002111	+14.9410E-03
0.050980392156862744	-0.0176219635	+17.4490E-03
0.0611764705882353	-0.0170380979	+19.9930E-03
0.07137254901960785	-0.0164435608	+22.5750E-03
0.0815686274509804	-0.015850735	+25.1470E-03
0.09176470588235294	-0.0152444806	+27.7780E-03
0.10196078431372549	-0.0146294402	+030.430E-03
0.11215686274509805	-0.0140139123	+033.120E-03
0.1223529411764706	-0.0133892279	+035.820E-03
0.13254901960784315	-0.0128275303	+038.270E-03
0.1427450980392157	-0.0121958306	+041.010E-03
0.15294117647058825	-0.0115622633	+043.760E-03
0.1631372549019608	-0.0109349938	+046.490E-03
0.17333333333333334	-0.0102859278	+049.280E-03
0.18352941176470589	-0.0096454925	+052.080E-03
0.19372549019607843	-0.00899954078	+054.890E-03
0.20392156862745098	-0.00835521031	+057.690E-03
0.21411764705882355	-0.00770016808	+060.490E-03
0.2243137254901961	-0.00705539646	+063.310E-03
0.23450980392156864	-0.00640580285	+066.110E-03
0.2447058823529412	-0.00577083291	+068.870E-03
0.25490196078431376	-0.00512426722	+071.670E-03
0.2650980392156863	-0.00380805978	+077.400E-03
0.27529411764705886	-0.00321060229	+079.990E-03
0.2854901960784314	-0.00257034859	+082.760E-03
0.29568627450980395	-0.00193227558	+085.520E-03
0.3058823529411765	-0.00130102666	+088.260E-03
0.31607843137254904	-0.000674715341	+090.970E-03
0.3262745098039216	-4.20065005e-05	+093.710E-03
0.33647058823529413	0.000585349938	+096.430E-03
0.3466666666666667	0.00121410963	+099.160E-03
0.3568627450980392	0.00183961341	+101.880E-03
0.36705882352941177	0.00246368174	+104.600E-03
0.3772549019607843	0.00309284637	+107.300E-03
0.38745098039215686	0.00372099331	+110.010E-03
0.3976470588235294	0.00433055169	+112.660E-03
0.40784313725490196	0.00489484276	+115.090E-03
0.41803921568627456	0.00552067602	+117.790E-03
0.4282352941176471	0.00613541718	+120.470E-03
0.43843137254901965	0.00675179623	+123.140E-03
0.4486274509803922	0.00736704802	+125.830E-03
0.45882352941176474	0.00798328884	+128.490E-03
0.4690196078431373	0.00859297107	+131.160E-03
0.47921568627450983	0.00919703589	+133.770E-03
0.4894117647058824	0.00981677785	+136.430E-03
0.4996078431372549	0.0104229844	+139.070E-03
0.5098039215686275	0.0110317444	+141.690E-03
0.52	0.0116401762	+144.330E-03
0.52	0.0116377723	+144.330E-03
0.5098039215686274	0.0111837719	+142.370E-03
0.4996078431372549	0.0107123027	+140.310E-03
0.4894117647058824	0.0102198098	+138.160E-03
0.47921568627450983	0.00970382755	+135.940E-03
0.4690196078431373	0.00918901105	+133.700E-03
0.45882352941176474	0.00865387239	+131.380E-03
0.44862745098039214	0.0081053759	+129.030E-03
0.43843137254901965	0.00755966472	+126.640E-03
0.42823529411764705	0.00699901056	+124.230E-03
0.41803921568627456	0.00644107932	+121.780E-03
0.40784313725490196	0.00587285651	+119.300E-03
0.3976470588235294	0.00534449207	+117.020E-03
0.38745098039215686	0.00476799018	+114.540E-03
0.3772549019607843	0.00418366282	+111.990E-03
0.36705882352941177	0.00358764006	+109.440E-03
0.3568627450980392	0.00299121329	+106.840E-03
0.3466666666666667	0.00238399387	+104.230E-03
0.33647058823529413	0.00178647636	+101.610E-03
0.3262745098039216	0.00117844121	+098.960E-03
0.31607843137254904	0.000568298637	+096.310E-03
0.3058823529411765	-4.02442684e-05	+093.680E-03
0.2956862745098039	-0.000660233937	+091.000E-03
0.2854901960784314	-0.00128041102	+088.270E-03
0.2752941176470588	-0.00191084249	+085.560E-03
0.26509803921568625	-0.00254750466	+082.820E-03
0.2549019607843137	-0.00386157311	+077.130E-03
0.24470588235294116	-0.00446370965	+074.530E-03
0.23450980392156862	-0.00509060539	+071.780E-03
0.22431372549019607	-0.00573676849	+068.970E-03
0.21411764705882352	-0.00638960761	+066.160E-03
0.20392156862745098	-0.00704555919	+063.330E-03
0.19372549019607843	-0.00770247533	+060.480E-03
0.18352941176470589	-0.00836131481	+057.640E-03
0.17333333333333334	-0.00902051484	+054.760E-03
0.1631372549019608	-0.00968358762	+051.900E-03
0.15294117647058825	-0.0103378693	+049.050E-03
0.1427450980392157	-0.0110057544	+046.160E-03
0.13254901960784315	-0.0116059542	+043.550E-03
0.12235294117647061	-0.0122770276	+040.650E-03
0.11215686274509806	-0.0129472437	+037.740E-03
0.10196078431372546	-0.0136147654	+034.830E-03
0.09176470588235291	-0.0142869918	+031.920E-03
0.08156862745098037	-0.0149558378	+029.010E-03
0.07137254901960782	-0.0156286256	+026.120E-03
0.06117647058823528	-0.0162980204	+023.200E-03
0.05098039215686273	-0.0169769931	+020.270E-03
0.040784313725490184	-0.0176503277	+17.3630E-03
0.03058823529411764	-0.0183235137	+14.4390E-03
0.020392156862745092	-0.0189920471	+11.5170E-03
0.01019607843137249	-0.0196674724	+08.5900E-03
0.0	-0.0203680783	+05.5430E-03
