	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL
0	1744406346.947915	0.435215958	0.001	0.0	1.9787327442832425	0.005091308465781052	0.11805399999999999	0	600
1	1744406347.4117455	0.435553175	0.001	0.007	1.98019332779675	0.0050923894923032235	0.11874449999999999	0	600
2	1744406347.8136337	0.435664238	0.001	0.014	1.9806743734936179	0.005092745663277179	0.11835699999999998	0	600
3	1744406348.2209494	0.435977778	0.001	0.021	1.9820324051314806	0.005093751518821272	0.11841549999999998	0	600
4	1744406348.6214397	0.43620575	0.001	0.029	1.9830198172273754	0.005094483196524784	0.11861250000000001	0	600
5	1744406349.0210142	0.436577732	0.001	0.036	1.9846309779236677	0.005095677670732061	0.11886649999999999	0	600
6	1744406349.430858	0.436845307	0.001	0.043	1.9857899219674935	0.005096537339153134	0.119007	0	600
7	1744406349.8275726	0.437244228	0.001	0.05	1.9875177631967076	0.005097819706209109	0.118998	0	600
8	1744406350.2284076	0.437696859	0.001	0.057	1.9894782378355973	0.0050992757552212374	0.1191465	0	600
9	1744406350.6313276	0.437793762	0.001	0.064	1.9898979525125244	0.005099587619992775	0.11903250000000001	0	600
10	1744406351.0329683	0.438162722	0.001	0.071	1.991496024060352	0.005100775508163371	0.119237	0	600
11	1744406351.4362009	0.43867722	0.001	0.079	1.9937244624146835	0.0051024331725963296	0.119363	0	600
12	1744406351.8390732	0.439114593	0.001	0.086	1.9956188502808154	0.0051038434532015816	0.11920199999999999	0	600
13	1744406352.2410588	0.439167157	0.001	0.093	1.9958465200359106	0.005104013010732353	0.11948700000000001	0	600
14	1744406352.6431174	0.439505555	0.001	0.1	1.9973122187990333	0.005105104943950574	0.119492	0	600
15	1744406353.0475824	0.440034414	0.001	0.107	1.9996028587619359	0.005106812667431652	0.119578	0	600
16	1744406353.4488401	0.44015595	0.001	0.114	2.0001292660246115	0.005107205325298412	0.119438	0	600
17	1744406353.8512285	0.440471734	0.001	0.121	2.0014970170698714	0.005108225924262729	0.119905	0	600
18	1744406354.2554142	0.440959882	0.001	0.129	2.0036113260191586	0.005109804634096356	0.11963599999999999	0	600
19	1744406354.6555996	0.441402065	0.001	0.136	2.005526547374408	0.005111235777257799	0.11984350000000002	0	600
20	1744406355.0592108	0.441552094	0.001	0.143	2.006176365989567	0.005111721586971781	0.1190855	0	600
21	1744406355.461013	0.441833465	0.001	0.15	2.0073950644649674	0.005112633016509229	0.11962950000000001	0	600
22	1744406355.8638709	0.442398943	0.001	0.157	2.0098443118162317	0.005114466002111087	0.1197745	0	600
23	1744406356.267169	0.442547162	0.001	0.164	2.010486290802429	0.005114946730059946	0.119754	0	600
24	1744406356.6689222	0.442907462	0.001	0.171	2.0120468534072704	0.005116115796534605	0.11969500000000002	0	600
25	1744406357.071492	0.443442764	0.001	0.179	2.014365399850503	0.005117853955407166	0.11946799999999999	0	600
26	1744406357.4755242	0.443679346	0.001	0.186	2.015390104325048	0.005118622632568602	0.11969649999999998	0	600
27	1744406357.8758092	0.443905411	0.001	0.193	2.0163692566571703	0.005119357414144614	0.12006349999999999	0	600
28	1744406358.2816627	0.444312611	0.001	0.2	2.0181329566091306	0.005120681618801737	0.119651	0	600
29	1744406358.6846864	0.444702751	0.001	0.207	2.019822764809666	0.005121951162094674	0.120011	0	600
30	1744406359.0844796	0.444989431	0.001	0.214	2.021064458086257	0.005122884548658047	0.1207795	0	600
31	1744406359.4870338	0.445253244	0.001	0.221	2.022207107829446	0.00512374386483441	0.11981250000000002	0	600
32	1744406359.888593	0.445777194	0.001	0.229	2.0244764855058452	0.005125451605741439	0.1200855	0	600
33	1744406360.2953923	0.446295933	0.001	0.236	2.026723292847152	0.005127143779327772	0.1202775	0	600
34	1744406360.6951237	0.446486531	0.001	0.243	2.0275488274332125	0.005127765881223073	0.1203775	0	600
35	1744406361.0954597	0.446782751	0.001	0.25	2.0288318411851023	0.005128733105099253	0.120035	0	600
36	1744406361.4991133	0.447355073	0.001	0.257	2.0313107318626713	0.005130603162836576	0.12068050000000001	0	600
37	1744406361.9025848	0.447343012	0.001	0.264	2.0312584922135537	0.005130563735953345	0.1203135	0	600
38	1744406362.3033485	0.447488585	0.001	0.271	2.031889010615093	0.005131039658511704	0.120279	0	600
39	1744406362.7065926	0.448005612	0.001	0.279	2.0341284027935367	0.005132730872017405	0.12098600000000001	0	600
40	1744406363.1087286	0.448557656	0.001	0.286	2.0365194636390185	0.005134538167098702	0.1204685	0	600
41	1744406363.5117831	0.448748606	0.001	0.293	2.037346522838004	0.005135163673702618	0.1207445	0	600
42	1744406363.9154556	0.449057228	0.001	0.3	2.0386832532077825	0.0051361750473330435	0.12073799999999998	0	600
43	1744406364.3167758	0.449584164	0.001	0.307	2.0409655641063247	0.00513790299586064	0.12105849999999999	0	600
44	1744406364.7186918	0.44972562	0.001	0.314	2.0415782506004416	0.005138367109737124	0.12034850000000001	0	600
45	1744406365.123292	0.449941918	0.001	0.321	2.0425150992551795	0.005139076979706929	0.120767	0	600
46	1744406365.5236392	0.45053681	0.001	0.329	2.045091747073995	0.0051410306141319775	0.12084849999999998	0	600
47	1744406365.9278817	0.451053002	0.001	0.336	2.0473275226280285	0.005142727285746041	0.12129799999999999	0	600
48	1744406366.3293002	0.451131613	0.001	0.343	2.0476680094082926	0.005142985793577849	0.12134900000000001	0	600
49	1744406366.7312953	0.451444904	0.001	0.35	2.0490249625557624	0.00514401635170229	0.1210985	0	600
50	1744406367.1351507	0.451557099	0.001	0.35	2.0495109112691963	0.005144385536380708	0.12164100000000003	0	600
51	1744406367.5371118	0.451321514	0.001	0.343	2.0484905250875096	0.0051436104045181905	0.1213795	0	600
52	1744406367.938613	0.451226638	0.001	0.336	2.048079589928762	0.005143298320711842	0.120947	0	600
53	1744406368.3423812	0.45093404	0.001	0.329	2.0468122640973676	0.005142336146896688	0.12115799999999999	0	600
54	1744406368.7476516	0.450638134	0.001	0.322	2.0455306103695072	0.005141363546913725	0.12088399999999999	0	600
55	1744406369.1489756	0.450465954	0.001	0.315	2.0447848494222365	0.005140797825496428	0.12045999999999998	0	600
56	1744406369.5484705	0.450192782	0.001	0.308	2.0436016631666445	0.00513990059670472	0.12052700000000001	0	600
57	1744406369.9507864	0.449845046	0.001	0.3	2.0420955188481407	0.005138759024711773	0.12039700000000002	0	600
58	1744406370.354636	0.44924078	0.001	0.293	2.0394782695476215	0.0051367767939790665	0.1206045	0	600
59	1744406370.7569144	0.449155946	0.001	0.286	2.039110829170105	0.0051364986571202425	0.12055749999999998	0	600
60	1744406371.159828	0.448803407	0.001	0.279	2.0375838816814893	0.005135343223782665	0.12052199999999999	0	600
61	1744406371.5632658	0.44834436	0.001	0.272	2.035595617507011	0.005133839685059929	0.12106750000000002	0	600
62	1744406371.9646497	0.448261489	0.001	0.265	2.0352366794453243	0.005133568370751736	0.12012	0	600
63	1744406372.3669207	0.447925695	0.001	0.258	2.033782259352818	0.0051324693695249555	0.1193795	0	600
64	1744406372.7707374	0.447490494	0.001	0.251	2.0318972790414396	0.005131045900350575	0.12046399999999999	0	600
65	1744406373.172226	0.447054074	0.001	0.244	2.030007018891551	0.0051296194374604205	0.120204	0	600
66	1744406373.5753636	0.446876177	0.001	0.237	2.029236495978108	0.005129038256882151	0.12000050000000002	0	600
67	1744406373.9762223	0.446499364	0.001	0.23	2.0276044108356768	0.005127807774295079	0.12118950000000002	0	600
68	1744406374.3780334	0.446096407	0.001	0.223	2.0258590885332644	0.005126492740658696	0.12032050000000001	0	600
69	1744406374.7823822	0.44581032	0.001	0.216	2.0246199637096973	0.005125559623618864	0.119682	0	600
70	1744406375.187103	0.445677948	0.001	0.209	2.024046622624135	0.005125128016960513	0.12048750000000001	0	600
71	1744406375.5862062	0.445173906	0.001	0.201	2.021863472203737	0.005123485399346152	0.1202715	0	600
72	1744406375.9904852	0.444647481	0.001	0.194	2.0195833745927088	0.0051217712609782804	0.120448	0	600
73	1744406376.3921049	0.444548856	0.001	0.187	2.019156201440051	0.005121450281336329	0.12032400000000001	0	600
74	1744406376.794283	0.444204502	0.001	0.18	2.0176647055332304	0.005120329965934795	0.1206685	0	600
75	1744406377.1958976	0.443709679	0.001	0.173	2.0155214852450944	0.005118721208638867	0.11940899999999999	0	600
76	1744406377.5987804	0.443485705	0.001	0.166	2.0145513896335023	0.005117993452873336	0.11993699999999999	0	600
77	1744406378.003363	0.443192433	0.001	0.159	2.0132811445148593	0.005117040927246992	0.119929	0	600
78	1744406378.4052353	0.442619342	0.001	0.152	2.010798923077804	0.005115180877908047	0.1192955	0	600
79	1744406378.8076587	0.442149827	0.001	0.145	2.008765318993951	0.005113658289654181	0.11958899999999999	0	600
80	1744406379.2133024	0.442018761	0.001	0.138	2.008197634568844	0.005113233463896443	0.119899	0	600
81	1744406379.6122923	0.441662716	0.001	0.131	2.006655501588992	0.005112079868827357	0.11954100000000001	0	600
82	1744406380.0145125	0.441135057	0.001	0.124	2.004370059170152	0.005110371471434756	0.11956599999999999	0	600
