	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL
0	1744668552.8802106	0.770300394	0.001	0.0	3.4300795116602636	0.0064082746894302345	0.009952199999999998	0	600
1	1744668553.2000349	0.77024697	0.001	0.0037	3.4298481169985893	0.006408033933012391	0.009966999999999998	0	600
2	1744668553.5304556	0.770517676	0.001	0.0075	3.431020622301132	0.00640925395433277	0.0100315	0	600
3	1744668553.9108799	0.770577817	0.001	0.0112	3.4312811102156977	0.0064095250252396915	0.0100467	0	600
4	1744668554.3126352	0.770636098	0.001	0.015	3.431533541936965	0.006409787721896778	0.0100956	0	600
5	1744668554.7170289	0.770917258	0.001	0.0187	3.432751326510868	0.006411055154547107	0.0099981	0	600
6	1744668555.1189082	0.770961813	0.001	0.0225	3.432944306990631	0.006411256022115434	0.009993899999999998	0	600
7	1744668555.520848	0.771126765	0.001	0.0262	3.433658761397497	0.006411999722446988	0.0101248	0	600
8	1744668555.9251187	0.771242875	0.001	0.03	3.4341616670984356	0.006412523258079697	0.010030800000000001	0	600
9	1744668556.325927	0.771272215	0.001	0.0337	3.4342887470507697	0.0064126555567486304	0.010027999999999999	0	600
10	1744668556.7286751	0.771500234	0.001	0.0375	3.4352763627171403	0.006413683808736238	0.0100731	0	600
11	1744668557.1331127	0.771596814	0.001	0.0412	3.4356946783884577	0.006414119378301335	0.010009200000000001	0	600
12	1744668557.5338535	0.77159233	0.001	0.045	3.43567525689881	0.00641409915519867	0.0100197	0	600
13	1744668557.937744	0.771756058	0.001	0.0487	3.4363844098107315	0.0064148376129232795	0.0100911	0	600
14	1744668558.3386495	0.771967369	0.001	0.0525	3.4372996583386017	0.006415790788807268	0.0099119	0	600
15	1744668558.7421348	0.771942624	0.001	0.0525	3.4371924806487413	0.006415679163569249	0.010115500000000001	0	600
16	1744668559.1432605	0.771863274	0.001	0.0489	3.4368487930475915	0.006415321225013318	0.0100897	0	600
17	1744668559.5467763	0.771788472	0.001	0.0453	3.4365248041384397	0.006414983817360011	0.010056199999999998	0	600
18	1744668559.9489613	0.771673402	0.001	0.0416	3.4360264029756893	0.006414464802968523	0.010047	0	600
19	1744668560.3511498	0.771565447	0.001	0.038	3.4355588189179436	0.006413977912421295	0.0101181	0	600
20	1744668560.7542024	0.771380459	0.001	0.0344	3.4347575828503767	0.006413143665871385	0.010031000000000002	0	600
21	1744668561.1574316	0.771272294	0.001	0.0308	3.4342890892224203	0.006412655912975149	0.0100537	0	600
22	1744668561.558422	0.771233938	0.001	0.0272	3.434122958389028	0.006412482960200486	0.0099683	0	600
23	1744668561.9614058	0.771141173	0.001	0.0235	3.4337211665765435	0.006412064685617491	0.010034099999999999	0	600
24	1744668562.3651536	0.770968607	0.001	0.0199	3.4329737337526	0.0064112866520126075	0.010150099999999999	0	600
25	1744668562.7696164	0.770987997	0.001	0.0163	3.43305771740208	0.006411374070076167	0.010003600000000001	0	600
26	1744668563.1711023	0.770761986	0.001	0.0127	3.4320787989594415	0.006410355182421592	0.0101314	0	600
27	1744668563.5727983	0.770625467	0.001	0.0091	3.431487496027856	0.006409739802888625	0.0099863	0	600
28	1744668563.9749365	0.770770212	0.001	0.0054	3.4321144281239913	0.006410392263924964	0.0100652	0	600
29	1744668564.3815105	0.770495307	0.001	0.0018	3.430923735748516	0.006409153133987539	0.0100852	0	600
30	1744668564.7787426	0.770342518	0.001	-0.0018	3.4302619627820126	0.006408464527548089	0.010036699999999999	0	600
31	1744668565.1815922	0.770104255	0.001	-0.0054	3.429229977414493	0.00640739082229371	0.0100585	0	600
32	1744668565.5850856	0.769927523	0.001	-0.0091	3.428464500450078	0.0064065944978893745	0.009829899999999999	0	600
33	1744668565.9887307	0.770025828	0.001	-0.0127	3.4288902875909852	0.006407037433197288	0.009899799999999999	0	600
34	1744668566.3893962	0.769753308	0.001	-0.0163	3.427709925334334	0.006405809596688688	0.0098246	0	600
35	1744668566.7930057	0.769582661	0.001	-0.0199	3.4269708042496037	0.006405040849595167	0.0097122	0	600
36	1744668567.1945183	0.769643788	0.001	-0.0235	3.4272355628128737	0.00640531621142393	0.0095897	0	600
37	1744668567.5970771	0.769349569	0.001	-0.0272	3.425961215965708	0.006403990920590228	0.0095491	0	600
38	1744668567.9990134	0.769149031	0.001	-0.0308	3.425092628389661	0.0064030877431512315	0.0097422	0	600
39	1744668568.4019825	0.769135729	0.001	-0.0344	3.425035013613726	0.006403027837797544	0.009464000000000002	0	600
40	1744668568.804974	0.768933046	0.001	-0.038	3.4241571354276665	0.006402115116843744	0.009776799999999999	0	600
41	1744668569.2067227	0.768799124	0.001	-0.0416	3.4235770808476897	0.006401512100645336	0.009732600000000003	0	600
42	1744668569.6101103	0.7685514	0.001	-0.0453	3.4225041171765223	0.006400396790571309	0.0097317	0	600
43	1744668570.0129166	0.768408453	0.001	-0.0489	3.4218849727339076	0.006399753285638931	0.0096556	0	600
44	1744668570.4169838	0.768489946	0.001	-0.0525	3.4222379422824956	0.0064001201361782905	0.0097987	0	600
45	1744668570.8161638	0.768462936	0.001	-0.0525	3.4221209542282165	0.006399998545434726	0.009711099999999999	0	600
46	1744668571.2178054	0.768404206	0.001	-0.0489	3.421866577759212	0.0063997341677478	0.009824	0	600
47	1744668571.6212661	0.768556646	0.001	-0.0453	3.42252683910665	0.0064004204075511755	0.009765699999999999	0	600
48	1744668572.0255034	0.76857276	0.001	-0.0416	3.4225966334608393	0.006400492951669191	0.0096387	0	600
49	1744668572.4265587	0.768650623	0.001	-0.038	3.4229338804386376	0.006400843495376717	0.0096807	0	600
50	1744668572.8313787	0.768900709	0.001	-0.0344	3.4240170746090355	0.006401969507262448	0.009682699999999999	0	600
51	1744668573.2346387	0.769155685	0.001	-0.0308	3.425121448771489	0.006403117709516977	0.009791399999999999	0	600
52	1744668573.6343853	0.769124007	0.001	-0.0272	3.4249842422708063	0.006402975048343913	0.0098199	0	600
53	1744668574.0372427	0.769265608	0.001	-0.0235	3.4255975568014976	0.006403612766234659	0.009831	0	600
54	1744668574.4413545	0.769466774	0.001	-0.0199	3.426468864425604	0.006404518835221561	0.0098659	0	600
55	1744668574.8424983	0.769457538	0.001	-0.0163	3.426428860661468	0.006404477233101262	0.009909400000000002	0	600
56	1744668575.244716	0.76983073	0.001	-0.0127	3.4280452622146895	0.006406158400573723	0.0097914	0	600
57	1744668575.6462667	0.769912487	0.001	-0.0091	3.428399375222972	0.006406526752092774	0.009930999999999999	0	600
58	1744668576.0498145	0.769821015	0.001	-0.0054	3.428003183764215	0.006406114631385554	0.009798	0	600
59	1744668576.452237	0.770087612	0.001	-0.0018	3.4291578918096293	0.006407315828185876	0.0098521	0	600
60	1744668576.8549063	0.770164332	0.001	0.0018	3.4294901881267084	0.00640766153814374	0.0097935	0	600
61	1744668577.2577527	0.770549359	0.001	0.0054	3.431157850458249	0.006409396756529073	0.0098455	0	600
62	1744668577.6580951	0.770610757	0.001	0.0091	3.43142378280022	0.00640967349837344	0.010028600000000002	0	600
63	1744668578.0613465	0.770461172	0.001	0.0127	3.430775887276364	0.006408999285149039	0.010065200000000002	0	600
64	1744668578.4641194	0.770829827	0.001	0.0163	3.4323726377817425	0.006410661004306401	0.0099834	0	600
65	1744668578.868724	0.770862698	0.001	0.0199	3.432515011507481	0.006410809188618669	0.009998700000000003	0	600
66	1744668579.268773	0.77088399	0.001	0.0235	3.432607233264301	0.006410905175693491	0.0099878	0	600
67	1744668579.672318	0.771223193	0.001	0.0272	3.4340764187132327	0.006412434510140807	0.010162000000000001	0	600
68	1744668580.073888	0.771243433	0.001	0.0308	3.4341640839564245	0.006412525774167864	0.0100806	0	600
69	1744668580.4760506	0.771146446	0.001	0.0344	3.433744005451413	0.006412088460797878	0.010012500000000002	0	600
70	1744668580.8806126	0.771419097	0.001	0.038	3.434924935106624	0.006413317905385739	0.009932	0	600
71	1744668581.2820876	0.771609743	0.001	0.0416	3.435750677594447	0.006414177689149678	0.010118199999999999	0	600
72	1744668581.683967	0.771833765	0.001	0.0453	3.436720981107802	0.0064151881176627325	0.010138900000000001	0	600
