	t	Vhall	err_Vhall	I_fuente	B	err_B	Vdiodo	err_Vdiodo	frec_TTL
0	1744664999.5811677	0.710903237	0.001	0.0	3.172813394402178	0.006145529700516899	0.0157884	0	600
1	1744664999.9121697	0.710911418	0.001	0.002	3.1728488286588257	0.006145565180890207	0.0157315	0	600
2	1744665000.2369742	0.710958	0.001	0.004	3.173050588656768	0.006145767207350248	0.0157272	0	600
3	1744665000.6122186	0.711138002	0.001	0.007	3.1738302289287548	0.00614654793926516	0.015883200000000004	0	600
4	1744665001.0153444	0.711325736	0.001	0.009	3.174643358709652	0.006147362312463391	0.0158863	0	600
5	1744665001.4180503	0.711403575	0.001	0.011	3.174980501736569	0.006147700002436504	0.015919499999999996	0	600
6	1744665001.8198261	0.711365926	0.001	0.013	3.174817433122887	0.006147536666979379	0.0158743	0	600
7	1744665002.221709	0.711412038	0.001	0.015	3.1750171574160713	0.0061477367186914605	0.0158925	0	600
8	1744665002.625838	0.711589496	0.001	0.017	3.1757857788946446	0.006148506660447409	0.0159618	0	600
9	1744665003.0279405	0.711658386	0.001	0.02	3.1760841612367137	0.006148805581087441	0.015939299999999997	0	600
10	1744665003.429825	0.711624181	0.001	0.022	3.175936009574492	0.0061486571603509895	0.0159608	0	600
11	1744665003.8346744	0.71160826	0.001	0.024	3.1758670511586393	0.006148588077903492	0.015953500000000002	0	600
12	1744665004.2350917	0.71183676	0.001	0.026	3.1768567501739216	0.006149579630745106	0.0160223	0	600
13	1744665004.638165	0.712013373	0.001	0.028	3.1776217117152172	0.006150346133694686	0.0160057	0	600
14	1744665005.0392437	0.711875641	0.001	0.031	3.1770251549328417	0.006149748366719459	0.0159821	0	600
15	1744665005.442401	0.711896541	0.001	0.033	3.1771156788252677	0.006149839070547878	0.015998699999999998	0	600
16	1744665005.8466725	0.712199517	0.001	0.035	3.1784279547502314	0.006151154103717162	0.016008	0	600
17	1744665006.2473722	0.712274665	0.001	0.037	3.178753442284588	0.006151480318218418	0.0161071	0	600
18	1744665006.6495051	0.71240509	0.001	0.039	3.179318350354908	0.006152046528628678	0.0160537	0	600
19	1744665007.0535588	0.712429089	0.001	0.042	3.1794222969048764	0.0061521507204328725	0.016105	0	600
20	1744665007.458562	0.712452098	0.001	0.044	3.1795219554809933	0.006152250615784799	0.0160379	0	600
21	1744665007.8597584	0.712619179	0.001	0.046	3.180245631197284	0.006152976058973325	0.016050099999999998	0	600
22	1744665008.259738	0.712790604	0.001	0.048	3.1809881220230816	0.006153720451107522	0.016057300000000004	0	600
23	1744665008.662657	0.71284458	0.001	0.05	3.181221907555024	0.006153954853718365	0.016009100000000002	0	600
24	1744665009.0661397	0.712677695	0.001	0.052	3.1804990807709306	0.0061532301475548685	0.016029999999999996	0	600
25	1744665009.4700587	0.712707339	0.001	0.052	3.1806274774344274	0.006153358871895096	0.0160461	0	600
26	1744665009.8701522	0.712689819	0.001	0.05	3.180551593291111	0.006153282793768808	0.0160775	0	600
27	1744665010.2734983	0.712743709	0.001	0.048	3.1807850063323957	0.006153516806452656	0.0160123	0	600
28	1744665010.6744046	0.712755578	0.001	0.046	3.180836414374463	0.0061535683477447365	0.0160622	0	600
29	1744665011.0781195	0.712568887	0.001	0.044	3.180027802125614	0.0061527576889891765	0.016066399999999998	0	600
30	1744665011.4817278	0.712525458	0.001	0.042	3.179839698674696	0.006152569124605259	0.0160276	0	600
31	1744665011.8823366	0.712429307	0.001	0.04	3.1794232411253813	0.006152151666889195	0.0160667	0	600
32	1744665012.285671	0.712513413	0.001	0.037	3.1797875283261665	0.006152516827429449	0.0160302	0	600
33	1744665012.6872232	0.712470827	0.001	0.035	3.1796030761499523	0.006152331930370226	0.0160675	0	600
34	1744665013.0891438	0.712207392	0.001	0.033	3.1784620636331433	0.006151188287978265	0.0160218	0	600
35	1744665013.4935772	0.711991535	0.001	0.031	3.177527125075849	0.006150251351335687	0.0160471	0	600
36	1744665013.8947694	0.712055307	0.001	0.029	3.17780333989249	0.006150528141754025	0.016064	0	600
37	1744665014.2974412	0.712038609	0.001	0.027	3.1777310160668573	0.00615045566602145	0.016029099999999998	0	600
38	1744665014.7015598	0.712135582	0.001	0.025	3.178151033933855	0.006150876577885331	0.015979399999999998	0	600
39	1744665015.1022189	0.711870051	0.001	0.022	3.1770009430400825	0.006149724106924893	0.015965	0	600
40	1744665015.506044	0.711725963	0.001	0.02	3.176376856599321	0.006149098818483493	0.015977799999999997	0	600
41	1744665015.9077342	0.711737228	0.001	0.018	3.1764256485442104	0.0061491477021323685	0.0159725	0	600
42	1744665016.3105183	0.711859094	0.001	0.016	3.176953485131503	0.006149676555398653	0.0160092	0	600
43	1744665016.7136357	0.711511251	0.001	0.014	3.17544687736532	0.0061481671649951265	0.0160296	0	600
44	1744665017.1158752	0.711401155	0.001	0.012	3.1749700200227093	0.006147689503441045	0.015948900000000002	0	600
45	1744665017.5199792	0.711411777	0.001	0.01	3.175016026950238	0.006147735586354222	0.0159042	0	600
46	1744665017.9237602	0.711367111	0.001	0.007	3.174822565697649	0.00614754180788741	0.015989	0	600
47	1744665018.3234725	0.711377278	0.001	0.005	3.1748666018897205	0.006147585915752073	0.016002400000000003	0	600
48	1744665018.7257147	0.711045409	0.001	0.003	3.173429182097586	0.0061461463185947356	0.0158921	0	600
